study_accession	sample_accession	experiment_accession	run_accession	read_count	base_count	sample_alias
PRJEB6463	SAMEA3876279	ERX1513828	ERR1443452	83582018	12620884718	HGDP00631
PRJEB6463	SAMEA3876288	ERX1513829	ERR1443453	93468732	14113778532	HGDP01263
PRJEB6463	SAMEA2581656	ERX1513830	ERR1443454	109444126	16526063026	HGDP01277
PRJEB6463	SAMEA2581674	ERX1513831	ERR1443455	100037630	15105682130	HGDP00542
PRJEB6463	SAMEA2581697	ERX1513832	ERR1443456	96927480	14636049480	HGDP01055
PRJEB6463	SAMEA2581708	ERX1513833	ERR1443457	115786082	17483698382	HGDP00859
PRJEB6463	SAMEA2581716	ERX1513834	ERR1443458	104928960	15844272960	HGDP00869
PRJEB6463	SAMEA2581728	ERX1513835	ERR1443459	100519848	15178497048	HGDP00708
PRJEB6463	SAMEA3506074	ERX1513836	ERR1443460	107864054	16287472154	HGDP00625
PRJEB6463	SAMEA3876281	ERX1513837	ERR1443461	92925854	14031803954	HGDP00720
PRJEB6463	SAMEA3876289	ERX1513838	ERR1443462	87356344	13190807944	HGDP01273
PRJEB6463	SAMEA2581658	ERX1513839	ERR1443463	84031794	12688800894	HGDP01279
PRJEB6463	SAMEA2581678	ERX1513840	ERR1443464	89540576	13520626976	HGDP00546
PRJEB6463	SAMEA2581698	ERX1513841	ERR1443465	85535744	12915897344	HGDP01056
PRJEB6463	SAMEA2581709	ERX1513842	ERR1443466	97446424	14714410024	HGDP00860
PRJEB6463	SAMEA2581717	ERX1513843	ERR1443467	95270426	14385834326	HGDP00870
PRJEB6463	SAMEA2581730	ERX1513844	ERR1443468	84321266	12732511166	HGDP00970
PRJEB6463	SAMEA2581744	ERX1513845	ERR1443469	97575388	14733883588	HGDP01006
PRJEB6463	SAMEA3506075	ERX1513846	ERR1443470	93577952	14130270752	HGDP00906
PRJEB6463	SAMEA3876282	ERX1513847	ERR1443471	91589620	13830032620	HGDP00729
PRJEB6463	SAMEA2581660	ERX1513848	ERR1443472	87681172	13239856972	HGDP01282
PRJEB6463	SAMEA2581681	ERX1513849	ERR1443473	79033600	11934073600	HGDP00549
PRJEB6463	SAMEA2581699	ERX1513850	ERR1443474	88994386	13438152286	HGDP01057
PRJEB6463	SAMEA2581710	ERX1513851	ERR1443475	84037730	12689697230	HGDP00861
PRJEB6463	SAMEA2581718	ERX1513852	ERR1443476	79746798	12041766498	HGDP00871
PRJEB6463	SAMEA2581731	ERX1513853	ERR1443477	80890384	12214447984	HGDP00832
PRJEB6463	SAMEA2581746	ERX1513854	ERR1443478	84804076	12805415476	HGDP01010
PRJEB6463	SAMEA3506076	ERX1513855	ERR1443479	96172210	14522003710	HGDP00909
PRJEB6463	SAMEA3876283	ERX1513856	ERR1443480	82422108	12445738308	HGDP00752
PRJEB6463	SAMEA3876291	ERX1513857	ERR1443481	85701840	12940977840	HGDP01280
PRJEB6463	SAMEA2581749	ERX1513858	ERR1443482	84604110	12775220610	HGDP01014
PRJEB6463	SAMEA2581665	ERX1513859	ERR1443483	105978236	16002713636	HGDP00661
PRJEB6463	SAMEA2581683	ERX1513860	ERR1443484	82994662	12532193962	HGDP00551
PRJEB6463	SAMEA2581700	ERX1513861	ERR1443485	85674208	12936805408	HGDP01058
PRJEB6463	SAMEA3506077	ERX1513862	ERR1443486	82399358	12442303058	HGDP00912
PRJEB6463	SAMEA2581711	ERX1513863	ERR1443487	86990510	13135567010	HGDP00862
PRJEB6463	SAMEA2581719	ERX1513864	ERR1443488	85877372	12967483172	HGDP00872
PRJEB6463	SAMEA3876284	ERX1513865	ERR1443489	73088958	11036432658	HGDP00753
PRJEB6463	SAMEA3876292	ERX1513866	ERR1443490	70812480	10692684480	HGDP01301
PRJEB6463	SAMEA2581733	ERX1513867	ERR1443491	88271678	13329023378	HGDP00838
PRJEB6463	SAMEA2581530	ERX1521381	ERR1450903	78784378	11896441078	HGDP00591
PRJEB6463	SAMEA2581538	ERX1521382	ERR1450904	67974990	10264223490	HGDP00604
PRJEB6463	SAMEA2581546	ERX1521383	ERR1450905	67961682	10262213982	HGDP00682
PRJEB6463	SAMEA2581555	ERX1521384	ERR1450906	68667048	10368724248	HGDP00691
PRJEB6463	SAMEA2581563	ERX1521385	ERR1450907	71147716	10743305116	HGDP00700
PRJEB6463	SAMEA2581577	ERX1521386	ERR1450908	77482602	11699872902	HGDP00736
PRJEB6463	SAMEA2581586	ERX1521387	ERR1450909	65285964	9858180564	HGDP00607
PRJEB6463	SAMEA2581599	ERX1521388	ERR1450910	68000054	10268008154	HGDP00621
PRJEB6463	SAMEA2581610	ERX1521389	ERR1450911	62881306	9495077206	HGDP00632
PRJEB6463	SAMEA2581618	ERX1521390	ERR1450912	67301766	10162566666	HGDP00641
PRJEB6463	SAMEA2581626	ERX1521391	ERR1450913	70973572	10717009372	HGDP00649
PRJEB6463	SAMEA2581640	ERX1521392	ERR1450914	67837114	10243404214	HGDP01261
PRJEB6463	SAMEA2581531	ERX1521393	ERR1450915	66627900	10060812900	HGDP00594
PRJEB6463	SAMEA2581539	ERX1521394	ERR1450916	71605322	10812403622	HGDP00606
PRJEB6463	SAMEA2581547	ERX1521395	ERR1450917	66348320	10018596320	HGDP00683
PRJEB6463	SAMEA2581556	ERX1521396	ERR1450918	123195786	18602563686	HGDP00692
PRJEB6463	SAMEA2581569	ERX1521397	ERR1450919	64880964	9797025564	HGDP00727
PRJEB6463	SAMEA2581579	ERX1521398	ERR1450920	64995612	9814337412	HGDP00738
PRJEB6463	SAMEA2581590	ERX1521399	ERR1450921	86302558	13031686258	HGDP00611
PRJEB6463	SAMEA2581600	ERX1521400	ERR1450922	63834410	9638995910	HGDP00622
PRJEB6463	SAMEA2581611	ERX1521401	ERR1450923	63569452	9598987252	HGDP00634
PRJEB6463	SAMEA2581619	ERX1521402	ERR1450924	53523240	8082009240	HGDP00642
PRJEB6463	SAMEA2581628	ERX1521403	ERR1450925	62055030	9370309530	HGDP00651
PRJEB6463	SAMEA2581643	ERX1521404	ERR1450926	65318854	9863146954	HGDP01264
PRJEB6463	SAMEA2581532	ERX1521405	ERR1450927	80621608	12173862808	HGDP00595
PRJEB6463	SAMEA2581540	ERX1521406	ERR1450928	81589790	12320058290	HGDP00675
PRJEB6463	SAMEA2581548	ERX1521407	ERR1450929	74361888	11228645088	HGDP00684
PRJEB6463	SAMEA2581557	ERX1521408	ERR1450930	73188532	11051468332	HGDP00693
PRJEB6463	SAMEA2581571	ERX1521409	ERR1450931	76158202	11499888502	HGDP00730
PRJEB6463	SAMEA2581580	ERX1521410	ERR1450932	71441264	10787630864	HGDP00739
PRJEB6463	SAMEA2581591	ERX1521411	ERR1450933	70618264	10663357864	HGDP00612
PRJEB6463	SAMEA2581601	ERX1521412	ERR1450934	73375892	11079759692	HGDP00623
PRJEB6463	SAMEA2581612	ERX1521413	ERR1450935	68050282	10275592582	HGDP00635
PRJEB6463	SAMEA2581620	ERX1521414	ERR1450936	71993750	10871056250	HGDP00643
PRJEB6463	SAMEA2581629	ERX1521415	ERR1450937	67634302	10212779602	HGDP00653
PRJEB6463	SAMEA2581644	ERX1521416	ERR1450938	67980836	10265106236	HGDP01265
PRJEB6463	SAMEA2581533	ERX1521417	ERR1450939	80421110	12143587610	HGDP00598
PRJEB6463	SAMEA2581541	ERX1521418	ERR1450940	80275894	12121659994	HGDP00676
PRJEB6463	SAMEA2581549	ERX1521419	ERR1450941	73319054	11071177154	HGDP00685
PRJEB6463	SAMEA2581558	ERX1521420	ERR1450942	67780584	10234868184	HGDP00694
PRJEB6463	SAMEA2581572	ERX1521421	ERR1450943	64816614	9787308714	HGDP00731
PRJEB6463	SAMEA2581581	ERX1521422	ERR1450944	73069554	11033502654	HGDP00740
PRJEB6463	SAMEA2581592	ERX1521423	ERR1450945	68096218	10282528918	HGDP00613
PRJEB6463	SAMEA2581602	ERX1521424	ERR1450946	73818176	11146544576	HGDP00624
PRJEB6463	SAMEA2581613	ERX1521425	ERR1450947	76351368	11529056568	HGDP00636
PRJEB6463	SAMEA2581621	ERX1521426	ERR1450948	62650966	9460295866	HGDP00644
PRJEB6463	SAMEA2581630	ERX1521427	ERR1450949	77060174	11636086274	HGDP00654
PRJEB6463	SAMEA2581645	ERX1521428	ERR1450950	72534270	10952674770	HGDP01266
PRJEB6463	SAMEA2581534	ERX1521429	ERR1450951	79073684	11940126284	HGDP00599
PRJEB6463	SAMEA2581542	ERX1521430	ERR1450952	71815198	10844094898	HGDP00677
PRJEB6463	SAMEA2581550	ERX1521431	ERR1450953	70719834	10678694934	HGDP00686
PRJEB6463	SAMEA2581559	ERX1521432	ERR1450954	74870342	11305421642	HGDP00696
PRJEB6463	SAMEA2581573	ERX1521433	ERR1450955	73456136	11091876536	HGDP00732
PRJEB6463	SAMEA2581582	ERX1521434	ERR1450956	72948678	11015250378	HGDP00741
PRJEB6463	SAMEA2581593	ERX1521435	ERR1450957	75970488	11471543688	HGDP00614
PRJEB6463	SAMEA2581604	ERX1521436	ERR1450958	75980228	11473014428	HGDP00626
PRJEB6463	SAMEA2581614	ERX1521437	ERR1450959	71987904	10870173504	HGDP00637
PRJEB6463	SAMEA2581622	ERX1521438	ERR1450960	66084016	9978686416	HGDP00645
PRJEB6463	SAMEA2581631	ERX1521439	ERR1450961	66061474	9975282574	HGDP00701
PRJEB6463	SAMEA2581646	ERX1521440	ERR1450962	74622390	11267980890	HGDP01267
PRJEB6463	SAMEA2581535	ERX1521441	ERR1450963	75929560	11465363560	HGDP00600
PRJEB6463	SAMEA2581543	ERX1521442	ERR1450964	70071974	10580868074	HGDP00678
PRJEB6463	SAMEA2581551	ERX1521443	ERR1450965	69274042	10460380342	HGDP00687
PRJEB6463	SAMEA2581560	ERX1521444	ERR1450966	78609770	11870075270	HGDP00697
PRJEB6463	SAMEA2581574	ERX1521445	ERR1450967	74682272	11277023072	HGDP00733
PRJEB6463	SAMEA2581583	ERX1521446	ERR1450968	67889106	10251255006	HGDP00744
PRJEB6463	SAMEA2581596	ERX1521447	ERR1450969	72590882	10961223182	HGDP00618
PRJEB6463	SAMEA2581605	ERX1521448	ERR1450970	75081476	11337302876	HGDP00627
PRJEB6463	SAMEA2581615	ERX1521449	ERR1450971	68847438	10395963138	HGDP00638
PRJEB6463	SAMEA2581623	ERX1521450	ERR1450972	70716054	10678124154	HGDP00646
PRJEB6463	SAMEA2581633	ERX1521451	ERR1450973	74930810	11314552310	HGDP01254
PRJEB6463	SAMEA2581647	ERX1521452	ERR1450974	69540288	10500583488	HGDP01268
PRJEB6463	SAMEA2581536	ERX1521453	ERR1450975	73099122	11037967422	HGDP00601
PRJEB6463	SAMEA2581544	ERX1521454	ERR1450976	69005088	10419768288	HGDP00679
PRJEB6463	SAMEA2581552	ERX1521455	ERR1450977	71484336	10794134736	HGDP00688
PRJEB6463	SAMEA2581561	ERX1521456	ERR1450978	72215966	10904610866	HGDP00698
PRJEB6463	SAMEA2581575	ERX1521457	ERR1450979	70622958	10664066658	HGDP00734
PRJEB6463	SAMEA2581584	ERX1521458	ERR1450980	70727434	10679842534	HGDP00745
PRJEB6463	SAMEA2581597	ERX1521459	ERR1450981	70823844	10694400444	HGDP00619
PRJEB6463	SAMEA2581607	ERX1521460	ERR1450982	78579086	11865441986	HGDP00629
PRJEB6463	SAMEA2581616	ERX1521461	ERR1450983	61431474	9276152574	HGDP00639
PRJEB6463	SAMEA2581624	ERX1521462	ERR1450984	66592792	10055511592	HGDP00647
PRJEB6463	SAMEA2581638	ERX1521463	ERR1450985	72625896	10966510296	HGDP01259
PRJEB6463	SAMEA2581648	ERX1521464	ERR1450986	62155302	9385450602	HGDP01269
PRJEB6463	SAMEA2581537	ERX1521465	ERR1450987	71375564	10777710164	HGDP00602
PRJEB6463	SAMEA2581545	ERX1521466	ERR1450988	69861598	10549101298	HGDP00680
PRJEB6463	SAMEA2581553	ERX1521467	ERR1450989	70740224	10681773824	HGDP00689
PRJEB6463	SAMEA2581562	ERX1521468	ERR1450990	71060330	10730109830	HGDP00699
PRJEB6463	SAMEA2581576	ERX1521469	ERR1450991	69475802	10490846102	HGDP00735
PRJEB6463	SAMEA2581585	ERX1521470	ERR1450992	70425412	10634237212	HGDP00746
PRJEB6463	SAMEA2581598	ERX1521471	ERR1450993	80556664	12164056264	HGDP00620
PRJEB6463	SAMEA2581608	ERX1521472	ERR1450994	99673352	15050676152	HGDP00630
PRJEB6463	SAMEA2581617	ERX1521473	ERR1450995	74867708	11305023908	HGDP00640
PRJEB6463	SAMEA2581625	ERX1521474	ERR1450996	65296618	9859789318	HGDP00648
PRJEB6463	SAMEA2581639	ERX1521475	ERR1450997	64068056	9674276456	HGDP01260
PRJEB6463	SAMEA2581649	ERX1521476	ERR1450998	67552190	10200380690	HGDP01270
PRJEB6463	SAMEA2581530	ERX1521477	ERR1450999	69248312	10456495112	HGDP00591
PRJEB6463	SAMEA2581538	ERX1521478	ERR1451000	60752392	9173611192	HGDP00604
PRJEB6463	SAMEA2581546	ERX1521479	ERR1451001	61036092	9216449892	HGDP00682
PRJEB6463	SAMEA2581555	ERX1521480	ERR1451002	60953876	9204035276	HGDP00691
PRJEB6463	SAMEA2581563	ERX1521481	ERR1451003	62871116	9493538516	HGDP00700
PRJEB6463	SAMEA2581577	ERX1521482	ERR1451004	69924716	10558632116	HGDP00736
PRJEB6463	SAMEA2581586	ERX1521483	ERR1451005	58950740	8901561740	HGDP00607
PRJEB6463	SAMEA2581599	ERX1521484	ERR1451006	59719858	9017698558	HGDP00621
PRJEB6463	SAMEA2581610	ERX1521485	ERR1451007	57638124	8703356724	HGDP00632
PRJEB6463	SAMEA2581618	ERX1521486	ERR1451008	58445618	8825288318	HGDP00641
PRJEB6463	SAMEA2581626	ERX1521487	ERR1451009	62357232	9415942032	HGDP00649
PRJEB6463	SAMEA2581640	ERX1521488	ERR1451010	60886402	9193846702	HGDP01261
PRJEB6463	SAMEA2581531	ERX1521489	ERR1451011	55892376	8439748776	HGDP00594
PRJEB6463	SAMEA2581539	ERX1521490	ERR1451012	62028054	9366236154	HGDP00606
PRJEB6463	SAMEA2581547	ERX1521491	ERR1451013	56985966	8604880866	HGDP00683
PRJEB6463	SAMEA2581556	ERX1521492	ERR1451014	102499894	15477483994	HGDP00692
PRJEB6463	SAMEA2581569	ERX1521493	ERR1451015	55729612	8415171412	HGDP00727
PRJEB6463	SAMEA2581579	ERX1521494	ERR1451016	55765492	8420589292	HGDP00738
PRJEB6463	SAMEA2581590	ERX1521495	ERR1451017	73050484	11030623084	HGDP00611
PRJEB6463	SAMEA2581600	ERX1521496	ERR1451018	53768870	8119099370	HGDP00622
PRJEB6463	SAMEA2581611	ERX1521497	ERR1451019	53895660	8138244660	HGDP00634
PRJEB6463	SAMEA2581619	ERX1521498	ERR1451020	45525022	6874278322	HGDP00642
PRJEB6463	SAMEA2581628	ERX1521499	ERR1451021	53357198	8056936898	HGDP00651
PRJEB6463	SAMEA2581643	ERX1521500	ERR1451022	56157376	8479763776	HGDP01264
PRJEB6463	SAMEA2581532	ERX1521501	ERR1451023	69677880	10521359880	HGDP00595
PRJEB6463	SAMEA2581540	ERX1521502	ERR1451024	70631178	10665307878	HGDP00675
PRJEB6463	SAMEA2581548	ERX1521503	ERR1451025	64753384	9777760984	HGDP00684
PRJEB6463	SAMEA2581557	ERX1521504	ERR1451026	63745186	9625523086	HGDP00693
PRJEB6463	SAMEA2581571	ERX1521505	ERR1451027	66381334	10023581434	HGDP00730
PRJEB6463	SAMEA2581580	ERX1521506	ERR1451028	62149182	9384526482	HGDP00739
PRJEB6463	SAMEA2581591	ERX1521507	ERR1451029	61450450	9279017950	HGDP00612
PRJEB6463	SAMEA2581601	ERX1521508	ERR1451030	63881134	9646051234	HGDP00623
PRJEB6463	SAMEA2581612	ERX1521509	ERR1451031	59055192	8917333992	HGDP00635
PRJEB6463	SAMEA2581620	ERX1521510	ERR1451032	62297434	9406912534	HGDP00643
PRJEB6463	SAMEA2581629	ERX1521511	ERR1451033	58669348	8859071548	HGDP00653
PRJEB6463	SAMEA2581644	ERX1521512	ERR1451034	58936252	8899374052	HGDP01265
PRJEB6463	SAMEA2581533	ERX1521513	ERR1451035	67730702	10227336002	HGDP00598
PRJEB6463	SAMEA2581541	ERX1521514	ERR1451036	66071120	9976739120	HGDP00676
PRJEB6463	SAMEA2581549	ERX1521515	ERR1451037	61586492	9299560292	HGDP00685
PRJEB6463	SAMEA2581558	ERX1521516	ERR1451038	58428312	8822675112	HGDP00694
PRJEB6463	SAMEA2581572	ERX1521517	ERR1451039	54328386	8203586286	HGDP00731
PRJEB6463	SAMEA2581581	ERX1521518	ERR1451040	62612516	9454489916	HGDP00740
PRJEB6463	SAMEA2581592	ERX1521519	ERR1451041	58187630	8786332130	HGDP00613
PRJEB6463	SAMEA2581602	ERX1521520	ERR1451042	60839838	9186815538	HGDP00624
PRJEB6463	SAMEA2581613	ERX1521521	ERR1451043	64201216	9694383616	HGDP00636
PRJEB6463	SAMEA2581621	ERX1521522	ERR1451044	54298332	8199048132	HGDP00644
PRJEB6463	SAMEA2581630	ERX1521523	ERR1451045	64284096	9706898496	HGDP00654
PRJEB6463	SAMEA2581645	ERX1521524	ERR1451046	60646234	9157581334	HGDP01266
PRJEB6463	SAMEA2581534	ERX1521525	ERR1451047	69968126	10565187026	HGDP00599
PRJEB6463	SAMEA2581542	ERX1521526	ERR1451048	63525690	9592379190	HGDP00677
PRJEB6463	SAMEA2581550	ERX1521527	ERR1451049	60463930	9130053430	HGDP00686
PRJEB6463	SAMEA2581559	ERX1521528	ERR1451050	65565772	9900431572	HGDP00696
PRJEB6463	SAMEA2581573	ERX1521529	ERR1451051	64978892	9811812692	HGDP00732
PRJEB6463	SAMEA2581582	ERX1521530	ERR1451052	63010220	9514543220	HGDP00741
PRJEB6463	SAMEA2581593	ERX1521531	ERR1451053	64990532	9813570332	HGDP00614
PRJEB6463	SAMEA2581604	ERX1521532	ERR1451054	65427226	9879511126	HGDP00626
PRJEB6463	SAMEA2581614	ERX1521533	ERR1451055	63008272	9514249072	HGDP00637
PRJEB6463	SAMEA2581622	ERX1521534	ERR1451056	59288532	8952568332	HGDP00645
PRJEB6463	SAMEA2581631	ERX1521535	ERR1451057	60084720	9072792720	HGDP00701
PRJEB6463	SAMEA2581646	ERX1521536	ERR1451058	66226656	10000225056	HGDP01267
PRJEB6463	SAMEA2581535	ERX1521537	ERR1451059	65031610	9819773110	HGDP00600
PRJEB6463	SAMEA2581543	ERX1521538	ERR1451060	58755962	8872150262	HGDP00678
PRJEB6463	SAMEA2581551	ERX1521539	ERR1451061	58113622	8775156922	HGDP00687
PRJEB6463	SAMEA2581560	ERX1521540	ERR1451062	62082390	9374440890	HGDP00697
PRJEB6463	SAMEA2581574	ERX1521541	ERR1451063	61217208	9243798408	HGDP00733
PRJEB6463	SAMEA2581583	ERX1521542	ERR1451064	60164460	9084833460	HGDP00744
PRJEB6463	SAMEA2581596	ERX1521543	ERR1451065	59535308	8989831508	HGDP00618
PRJEB6463	SAMEA2581605	ERX1521544	ERR1451066	62977344	9509578944	HGDP00627
PRJEB6463	SAMEA2581615	ERX1521545	ERR1451067	59029758	8913493458	HGDP00638
PRJEB6463	SAMEA2581623	ERX1521546	ERR1451068	57283466	8649803366	HGDP00646
PRJEB6463	SAMEA2581633	ERX1521547	ERR1451069	63044778	9519761478	HGDP01254
PRJEB6463	SAMEA2581647	ERX1521548	ERR1451070	60328782	9109646082	HGDP01268
PRJEB6463	SAMEA2581536	ERX1521549	ERR1451071	59765432	9024580232	HGDP00601
PRJEB6463	SAMEA2581544	ERX1521550	ERR1451072	56408318	8517656018	HGDP00679
PRJEB6463	SAMEA2581552	ERX1521551	ERR1451073	58610860	8850239860	HGDP00688
PRJEB6463	SAMEA2581561	ERX1521552	ERR1451074	58974752	8905187552	HGDP00698
PRJEB6463	SAMEA2581575	ERX1521553	ERR1451075	57620844	8700747444	HGDP00734
PRJEB6463	SAMEA2581584	ERX1521554	ERR1451076	57359260	8661248260	HGDP00745
PRJEB6463	SAMEA2581597	ERX1521555	ERR1451077	57938020	8748641020	HGDP00619
PRJEB6463	SAMEA2581607	ERX1521556	ERR1451078	64421120	9727589120	HGDP00629
PRJEB6463	SAMEA2581616	ERX1521557	ERR1451079	50326704	7599332304	HGDP00639
PRJEB6463	SAMEA2581624	ERX1521558	ERR1451080	54064814	8163786914	HGDP00647
PRJEB6463	SAMEA2581638	ERX1521559	ERR1451081	59289294	8952683394	HGDP01259
PRJEB6463	SAMEA2581648	ERX1521560	ERR1451082	51113234	7718098334	HGDP01269
PRJEB6463	SAMEA2581537	ERX1521561	ERR1451083	61780648	9328877848	HGDP00602
PRJEB6463	SAMEA2581545	ERX1521562	ERR1451084	59267618	8949410318	HGDP00680
PRJEB6463	SAMEA2581553	ERX1521563	ERR1451085	60464642	9130160942	HGDP00689
PRJEB6463	SAMEA2581562	ERX1521564	ERR1451086	59566926	8994605826	HGDP00699
PRJEB6463	SAMEA2581576	ERX1521565	ERR1451087	59635236	9004920636	HGDP00735
PRJEB6463	SAMEA2581585	ERX1521566	ERR1451088	60931962	9200726262	HGDP00746
PRJEB6463	SAMEA2581598	ERX1521567	ERR1451089	68091176	10281767576	HGDP00620
PRJEB6463	SAMEA2581608	ERX1521568	ERR1451090	86618484	13079391084	HGDP00630
PRJEB6463	SAMEA2581617	ERX1521569	ERR1451091	63241332	9549441132	HGDP00640
PRJEB6463	SAMEA2581625	ERX1521570	ERR1451092	57603846	8698180746	HGDP00648
PRJEB6463	SAMEA2581639	ERX1521571	ERR1451093	55940080	8446952080	HGDP01260
PRJEB6463	SAMEA2581649	ERX1521572	ERR1451094	56430922	8521069222	HGDP01270
PRJEB6463	SAMEA2581530	ERX1521573	ERR1451095	76751224	11589434824	HGDP00591
PRJEB6463	SAMEA2581538	ERX1521574	ERR1451096	70090238	10583625938	HGDP00604
PRJEB6463	SAMEA2581546	ERX1521575	ERR1451097	68921580	10407158580	HGDP00682
PRJEB6463	SAMEA2581555	ERX1521576	ERR1451098	68887646	10402034546	HGDP00691
PRJEB6463	SAMEA2581563	ERX1521577	ERR1451099	69980796	10567100196	HGDP00700
PRJEB6463	SAMEA2581577	ERX1521578	ERR1451100	80018490	12082791990	HGDP00736
PRJEB6463	SAMEA2581586	ERX1521579	ERR1451101	66830672	10091431472	HGDP00607
PRJEB6463	SAMEA2581599	ERX1521580	ERR1451102	66170862	9991800162	HGDP00621
PRJEB6463	SAMEA2581610	ERX1521581	ERR1451103	65241620	9851484620	HGDP00632
PRJEB6463	SAMEA2581618	ERX1521582	ERR1451104	65775204	9932055804	HGDP00641
PRJEB6463	SAMEA2581626	ERX1521583	ERR1451105	70084268	10582724468	HGDP00649
PRJEB6463	SAMEA2581640	ERX1521584	ERR1451106	68158246	10291895146	HGDP01261
PRJEB6463	SAMEA2581531	ERX1521585	ERR1451107	65143310	9836639810	HGDP00594
PRJEB6463	SAMEA2581539	ERX1521586	ERR1451108	65448426	9882712326	HGDP00606
PRJEB6463	SAMEA2581547	ERX1521587	ERR1451109	61938750	9352751250	HGDP00683
PRJEB6463	SAMEA2581556	ERX1521588	ERR1451110	119690400	18073250400	HGDP00692
PRJEB6463	SAMEA2581569	ERX1521589	ERR1451111	60606914	9151644014	HGDP00727
PRJEB6463	SAMEA2581579	ERX1521590	ERR1451112	61545362	9293349662	HGDP00738
PRJEB6463	SAMEA2581590	ERX1521591	ERR1451113	83550516	12616127916	HGDP00611
PRJEB6463	SAMEA2581600	ERX1521592	ERR1451114	62033738	9367094438	HGDP00622
PRJEB6463	SAMEA2581611	ERX1521593	ERR1451115	60472438	9131338138	HGDP00634
PRJEB6463	SAMEA2581619	ERX1521594	ERR1451116	51609908	7793096108	HGDP00642
PRJEB6463	SAMEA2581628	ERX1521595	ERR1451117	57753366	8720758266	HGDP00651
PRJEB6463	SAMEA2581643	ERX1521596	ERR1451118	60613458	9152632158	HGDP01264
PRJEB6463	SAMEA2581532	ERX1521597	ERR1451119	78354424	11831518024	HGDP00595
PRJEB6463	SAMEA2581540	ERX1521598	ERR1451120	77690804	11731311404	HGDP00675
PRJEB6463	SAMEA2581548	ERX1521599	ERR1451121	72112010	10888913510	HGDP00684
PRJEB6463	SAMEA2581557	ERX1521600	ERR1451122	71722534	10830102634	HGDP00693
PRJEB6463	SAMEA2581571	ERX1521601	ERR1451123	74346538	11226327238	HGDP00730
PRJEB6463	SAMEA2581580	ERX1521602	ERR1451124	69675904	10521061504	HGDP00739
PRJEB6463	SAMEA2581591	ERX1521603	ERR1451125	68871206	10399552106	HGDP00612
PRJEB6463	SAMEA2581601	ERX1521604	ERR1451126	70418884	10633251484	HGDP00623
PRJEB6463	SAMEA2581612	ERX1521605	ERR1451127	66189074	9994550174	HGDP00635
PRJEB6463	SAMEA2581620	ERX1521606	ERR1451128	67937708	10258593908	HGDP00643
PRJEB6463	SAMEA2581629	ERX1521607	ERR1451129	65731404	9925442004	HGDP00653
PRJEB6463	SAMEA2581644	ERX1521608	ERR1451130	64471536	9735201936	HGDP01265
PRJEB6463	SAMEA2581533	ERX1521609	ERR1451131	78106704	11794112304	HGDP00598
PRJEB6463	SAMEA2581541	ERX1521610	ERR1451132	75079218	11336961918	HGDP00676
PRJEB6463	SAMEA2581549	ERX1521611	ERR1451133	70679236	10672564636	HGDP00685
PRJEB6463	SAMEA2581558	ERX1521612	ERR1451134	67636852	10213164652	HGDP00694
PRJEB6463	SAMEA2581572	ERX1521613	ERR1451135	65608986	9906956886	HGDP00731
PRJEB6463	SAMEA2581581	ERX1521614	ERR1451136	72347246	10924434146	HGDP00740
PRJEB6463	SAMEA2581592	ERX1521615	ERR1451137	67141298	10138335998	HGDP00613
PRJEB6463	SAMEA2581602	ERX1521616	ERR1451138	69236560	10454720560	HGDP00624
PRJEB6463	SAMEA2581613	ERX1521617	ERR1451139	73660080	11122672080	HGDP00636
PRJEB6463	SAMEA2581621	ERX1521618	ERR1451140	63232866	9548162766	HGDP00644
PRJEB6463	SAMEA2581630	ERX1521619	ERR1451141	73593140	11112564140	HGDP00654
PRJEB6463	SAMEA2581645	ERX1521620	ERR1451142	69266786	10459284686	HGDP01266
PRJEB6463	SAMEA2581534	ERX1521621	ERR1451143	78422818	11841845518	HGDP00599
PRJEB6463	SAMEA2581542	ERX1521622	ERR1451144	71419432	10784334232	HGDP00677
PRJEB6463	SAMEA2581550	ERX1521623	ERR1451145	68954164	10412078764	HGDP00686
PRJEB6463	SAMEA2581559	ERX1521624	ERR1451146	73877006	11155427906	HGDP00696
PRJEB6463	SAMEA2581573	ERX1521625	ERR1451147	73236062	11058645362	HGDP00732
PRJEB6463	SAMEA2581582	ERX1521626	ERR1451148	70885882	10703768182	HGDP00741
PRJEB6463	SAMEA2581593	ERX1521627	ERR1451149	73151050	11045808550	HGDP00614
PRJEB6463	SAMEA2581604	ERX1521628	ERR1451150	73967344	11169068944	HGDP00626
PRJEB6463	SAMEA2581614	ERX1521629	ERR1451151	71249138	10758619838	HGDP00637
PRJEB6463	SAMEA2581622	ERX1521630	ERR1451152	66791352	10085494152	HGDP00645
PRJEB6463	SAMEA2581631	ERX1521631	ERR1451153	67485964	10190380564	HGDP00701
PRJEB6463	SAMEA2581646	ERX1521632	ERR1451154	74580588	11261668788	HGDP01267
PRJEB6463	SAMEA2581535	ERX1521633	ERR1451155	74794852	11294022652	HGDP00600
PRJEB6463	SAMEA2581543	ERX1521634	ERR1451156	68151956	10290945356	HGDP00678
PRJEB6463	SAMEA2581551	ERX1521635	ERR1451157	67334878	10167566578	HGDP00687
PRJEB6463	SAMEA2581560	ERX1521636	ERR1451158	72940114	11013957214	HGDP00697
PRJEB6463	SAMEA2581574	ERX1521637	ERR1451159	71253058	10759211758	HGDP00733
